singer,song name,date,text,poet
"אבי ביטר
",ידידים,16/04/12,"הסתכלי לי בעיניים אז תביני את הכל
עם אנחנו כבר לא יחד מי יצחק ומי יסבול
לא מבין ולא יודע אין לי גם את מי לשאול
חלומות רבים היו לי ולקחת לי את הכל
כל אדם רוצה לגעת בחלום הכי גדול
גם אני רוצה לגעת את הורסת לי הכל
לא מבין ולא יודע אין לי גם את מי לשאול
חלומות רבים היו לי ולקחת לי את הכל

אני אהבתי את הצחוק שלך כל כך 
ואת העיניים היפות שלך
אני אהבתי ושתקתי וגם עם לפעמים כאסתי
תמיד אני אהבתי רק אותך 
אני אהבתי את הצחוק שלך כל כך 
ואת העיניים היפות שלך
אהבתי ושתקתי וגם עם לפעמים כאסתי
תמיד אני אהבתי רק אותך 

גם עכשיו שאת עוזבת נשארו הרבה דברים
ותמיד תזכרי שאשרת בלב הרבה סדקים
הזמן יעיד על הכאב אני תמיד אותך אוהב
רואה אותך מולי עומדת מנסה להתקרב
כל אדם רוצה לגעת בחלום הכי גדול
גם אני רוצה לגעת את הורסת לי הכל
לא מבין ולא יודע אין לי גם את מי לשאול
חלומות רבים היו לי ולקחת לי את הכל

אני אהבתי את הצחוק שלך כל כך 
ואת העיניים היפות שלך
אני אהבתי ושתקתי וגם עם לפעמים כאסתי
תמיד אני אהבתי רק אותך 
אני אהבתי את הצחוק שלך כל כך 
ואת העיניים היפות שלך
אהבתי ושתקתי וגם עם לפעמים כאסתי
תמיד אני אהבתי רק אותך",אבי ביטר
"אבי ביטר
",חלומות,16/04/12,"איפה כל החברים שאהבו אותי
איפה כל הידידים שהוא סביבי
איפה האלה שאהבתי יותר מעצמי
החברים הכי טובים שחכו אותי 
איפה כל החברים שאהבו אותי
איפה כל הידידים שהוא סביבי
איפה האלה שאהבתי יותר מעצמי
החברים הכי טובים שחכו אותי 


הביטו ידידים אני כל כך מסכן
בגיל כזה צעיר עברתי לזקן
איפה כל חברים שהיו סביבי
איך ביום אחד בהיר כולם עזבו אותי
איך ביום אחד בהיר כולם עזבו אותי
הביטו ידידים אני כל כך מסכן
בגיל כזה צעיר עברתי לזקן
איפה כל חברים שהיו סביבי
איך ביום אחד בהיר כולם עזבו אותי
איך ביום אחד בהיר כולם עזבו אותי

פעם שהיה לי הכסף והרבה זהב 
כל אדם שהכרתי אותי אהב
אולי בעולם הזה צריך להיות אכזר 
כי בסוף הלב הטוב לרסיסים נשבר
פעם שהיה לי הכסף והרבה זהב 
כל אדם שהכרתי אותי אהב
אולי בעולם הזה צריך להיות אכזר 
כי בסוף הלב הטוב לרסיסים נשבר

הביטו ידידים אני כל כך מסכן
בגיל כזה צעיר עברתי לזקן
איפה כל חברים שהיו סביבי
איך ביום אחד בהיר כולם עזבו אותי
איך ביום אחד בהיר כולם עזבו אותי
הביטו ידידים אני כל כך מסכן
בגיל כזה צעיר עברתי לזקן
איפה כל חברים שהיו סביבי
איך ביום אחד בהיר כולם עזבו אותי
איך ביום אחד בהיר כולם עזבו אותי",אבי ביטר
"אבי ביטר
",חבר ואח,21/07/11,"התמונות של העבר נשמרות 
האהבה האסורה הזאת 
הדמעות שעל פני שוב זולגות 
לא הותירו עוד השפלה כזאת 

על ברכי איך נפלתי 
לראותו שנית בקשתי 
למה הם הורסים את האהבה 
בסתרים איתו הלכתי 
בליבי כאב הרגשתי 
יסוריי האהבה.. 

קשה לשכוח אהבתנו 
הסבל מלווה את שנינו 
איך הפרידו הם בנינו 
אלוהים.. 

קשה לשכוח אהבתנו 
הסבל מענה את שנינו 
איך הפרידו הם בנינו 
אלוהים.. 

בחדרי שעות לו ממתינה 
יסורי האהבה 
החברים בו מקנאים 
הם הרסו לי את כל התקוות 

על ברכי איך נפלתי...",ליאור נרקיס וליאת בנאי
"אבי ביטר
",חבר,27/07/11,"כאב ואכזבות 
אני מקלל תאהבה הזאת 
איך יכולת לבגוד 
ולהרוס את כל החלומות 

עשיתי טעות שהתאהבתי בך 
היה עדיף למות מלאהוב אותך 
את עוד תתחרטי ילדה שלי אני נשבע 
עוד תבכי ותחפשי את זאת האהבה 

שתבכי ותסבלי כמו שאני סובל 
כל החיים אותך אני רק אקלל 
לחיות בלעדייך אני עוד אתרגל 
אני עוד אשכח אותך גם אם אני סובל 

קחי את הצמיד 
לא רוצה ממך עוד זכרונות 
אני אשכח אותך 
גם אם צריך הרבה שנים לבכות 

רק רציתי לאהוב אותך 
נשבעתי להורי עוד אשכח אותך 
את אף פעם לא הבנת את זאת האהבה 
את שיחקת במשחקים שאסורים ילדה 

שתבכי ותסבלי...",אבי ביטר
"אבי ביטר
",השיכור,20/07/11,"כשהלב שלי נשבר 
הכל אבוד ולא נותר לי דבר 
אז אין מה לעשות 
רק לבכות, רק לבכות 

אני אלוף הסבל 
על כינור ונבל 
אנגן יום ולילה בשבילך 
זוכר ימים בחדר 
הכל היה בסדר 
אהבה שורפת את הלב 

כמו אלכוהוליסט לנשיקות שלך 
כמו נרקומן לחיבוקים שלך 
כמו משוגע אני רוצה אותך 
כמו אלכוהוליסט לנשיקות שלך 
כמו נרקומן לחיבוקים שלך 
כמו משוגע אני אוהב אותך 

כשאני לידך 
אני מתבלבל ולא מוצא לי איך 
לומר לך מה שבלב 
לומר לך כמה שאני אוהב 

אני אלוף הסבל 
על כינור ונבל 
אנגן רק יום ולילה בשבילך 
זוכר ימים בחדר 
הכל היה בסדר 
האהבה הזאת שורפת את הלב 

כמו אלכוהוליסט לנשיקות שלך...",לא ידוע
"אבי ביטר
",הימים שאהבתי אותך,04/08/11,"הייתי כריש בעולם התחתון
אחד שכולם עשו לו חשבון
שודים וחומרים עברו דרכי
משהו בקנה מידה עולמי

כל זה התחיל באיזה קומבינה
שאני ושאול דפקנו קורטינה
צבע מטאלי אפור נוצץ
גלגלי מגנזיום והגה מעץ

אמרתי לסמי בוא נחרוש את כביש החוף
פתאום איזה מניאק 
ניסה לעקוף
אמרתי לסמי בוא נספור עד שלוש
ואז נדפוק לו משהו בראש

פתאום יצא לנו אחד כמו שור
פיצוץ אותנו ליד הרמזור
שרון קם בפוזה 
אמר לו מותק בוא אחורה

עד שנשפטו משפט מכור
שמו אותנו בתא הסגור
הבנו בסוף שצריך לשלם
בשבילנו הפשע כבר לא משתלם

הייתי כריש בעולם התחתון
אחד שכולם עשו לו חשבון
שודים וחומרים עברו דרכי
משהו בקנה מידה עולמי 

היינו כרישים בעולם התחתון
לנו כולם תמיד עשו חשבון
שודים וחומרים עברו דרכי
משהו בקנה מידה עולמי",אבי ביטר
"אבי ביטר
",הימים שאהבתי,04/08/11,"בית א':
אני ואת זה סיפור של אהבה
את של ואיש בך לא יגע X2
אוהב אותך אני נשבע
רק שתדעי אפשר למות מאהבה 

אני עצוב שאת בוכה
טוב לי בלב כשאת שמחה
אני איתך בטוב ברע 
אוהב אותך נשמה 

אני ואת אוהבים כמו שני עיוורים
יד ביד בשבילים של החיים
אני ואת אוהבים כל החיים
יד ביד בשבילים של החיים

אוהב אותך כמו את אלוקים
אוהב אותך אני נשבע 

אני עצוב שאת בוכה
טוב לי בלב כשאת שמחה
אני איתך בטוב ברע 
אוהב אותך נשמה",אבי ביטר
"אבי ביטר
",הייתי טיפש,01/08/11,"אהבתי ילדה שהיתה עולמי 
אהבתי כמשוגעת ששברה את ליבי 
מוכן לוותר לא רוצה בך יותר 
החיים הם משחק שברגע עובר 

אני לא מתאהב, לא משחק עם הלב 
כי לאהוב זה קשה, אני פוחד מזה 
אל תספרי סיפורים על אשליות ושקרים 
כמו באגדות באהבות משקרים 

מה זה איכפת לי, אם את אוהבת 
מה זה איכפת כשאת בוכה וסובלת 
פוחד לאהוב זה עושה לי טוב 
מתמודד עם עצמי הולך זרוק ברחוב 

אני לא מתאהב...",אבי ביטר
"אבי ביטר
",הולך ומסתבך,01/08/11,"כל היום חושב עלייך בלי הפסקה 
לא רוצה להיפרד ממך ילדה, 
בכל החלומות שלי רואה אותך 
כל מה שיש לי בחיים זה רק אתה, 
אני אוהב אותך בלי הפסקה, 
אני נשבעת לאהוב אותך, 
חבקי אותי, חבקי ילדה, 
אני נשבעת לאהוב אותך... 

חבקי אותי, נשקי אותי, אני שלך 
תאהב אותי, אוהב אותך, אוהב כל כך 
רוצה אותך בלי הפסקה, רוצה כל כך 
רוצה שרק תהיי שלי, רוצה אותך תמיד איתי... 

רוצה שתאהבי אותי בלי שקרים 
שתהי לידי כל החיים, 
אני נשבעת לאהוב רק באמת 
אהבה עם נשמה לך לתת, 
רק אותך אני רוצה בתוך הלב, 
אני יודעת שאותי אתה אוהב, 
על זאת האהבה לא נוותר, 
אותך אוהבת כל יום יותר... 

חבקי אותי, נשק אותי...",אבי ביטר
"אבי ביטר
",הבגידה,16/04/12,"כל אדם שנולד יש לו אור כוכב
המעיר דרכו ושומר אליו
כל אדם שנולד יש לו אור כוכב
המעיר דרכו ושומר אליו
רק אני פה לבד בלי אור ותיקווה 
מהיום שנולדי כוכבי כבה 
רק אני פה לבד בלי אור ותיקווה 
מהיום שנולדי כוכבי כבה 

לבד לב פצוע 
לבד לב פגוע
לבד רק הרוח
תלבה קולי 
לבד לב פצוע 
לבד לב פגוע
לבד רק הרוח
תלבה קולי 


כל אדם שנולד גורלו נקבע
אם נסבול נולד או אהבה 
כל אדם שנולד גורלו נקבע
אם נסבול נולד  או אהבה 
רק אני פה לבד בלי אור ותיקווה 
מהיום שנולדי כוכבי כבה 
רק אני פה לבד בלי אור ותיקווה 
מהיום שנולדי כוכבי כבה 
רק אני פה לבד בלי אור ותיקווה 
מהיום שנולדי כוכבי כבה 

לבד לב פצוע 
לבד לב פגוע
לבד רק הרוח
תלבה קולי 
לבד לב פצוע 
לבד לב פגוע
לבד רק הרוח
תלבה קולי 

(דיבור)
כל אדם שנולד יש לו אור כוכב
המעיר דרכו ושומר אליו
רק אני פה לבד בלי אור ותיקווה 
מהיום שנולדי כוכבי כבה 

לבד לב פצוע 
לבד לב פגוע
לבד רק הרוח
תלבה קולי 
לבד לב פצוע 
לבד לב פגוע
לבד רק הרוח
תלבה קולי",יוש גרנות
